movie_id,cast_id,actor
92798,3,"James Mason"
279979,10,"Bruce Dern"
92796,2,"Orson Welles"
92796,4,"Raymond Burr"
45577,16,"Orson Welles"
140032,11,"Orson Welles"
29416,4,"John Carradine"
48798,1,"Robert Downey Jr."
48798,2,"James Franco"
194407,2,"Barbara Stanwyck"
148617,14,"Henry O'Neill"
148617,16,"Joseph Crehan"
210860,11,"Jeff Goldblum"
171292,7,"Brad Dourif"
67866,4,"Ned Beatty"
67866,3,"Brad Dourif"
67866,7,"Randy Quaid"
67866,8,"James Earl Jones"
261144,3,"Brad Dourif"
48841,5,"Brad Dourif"
52458,3,"Charles Durning"
238090,10,"Brad Dourif"
91138,2,"Brad Dourif"
167938,2,"Brad Dourif"
48874,1004,"Frank Welker"
60009,1,"Eric Roberts"
60009,3,"Dean Stockwell"
83816,1,"Barbara Stanwyck"
83816,23,"Irving Bacon"
83816,26,"Charles Lane"
74208,20,"Bess Flowers"
61523,30,"Frank Faylen"
160194,5,"Bruce Davison"
253287,12,"Alfred Molina"
302429,11,"Alfred Molina"
302429,14,"Peter Stormare"
285135,0,"Christopher Lloyd"
32088,12,"Bill Nighy"
9948,14,"Jim Cummings"
9948,8,"Jeff Bennett"
9948,15,"Grey Griffin"
28770,12,"Christopher Lee"
30640,7,"Boris Karloff"
26925,1,"Boris Karloff"
3485,19,"Christopher Lee"
49183,17,"Christopher Lee"
43754,1,"Michael Madsen"
43754,4,"Danny Trejo"
167073,27,"Jim Broadbent"
309299,12,"John Leguizamo"
291869,3,"James Franco"
309503,16,"Christopher McDonald"
232572,7,"Nick Nolte"
245706,7,"James Franco"
319070,19,"Bill Murray"
319070,11,"John Goodman"
319070,5,"Kevin Bacon"
283235,4,"Michael Shannon"
308638,29,"Dermot Mulroney"
308639,18,"Forest Whitaker"
252063,1,"Catherine Deneuve"
68864,2,"Catherine Deneuve"
202171,2,"Lance Henriksen"
124524,3,"Martin Sheen"
124524,4,"Ron Perlman"
144910,3,"Ernest Borgnine"
37978,8,"Kevin Pollak"
66787,10,"Rutger Hauer"
81694,1,"Malcolm McDowell"
81694,4,"Tom Sizemore"
315855,3,"Udo Kier"
46342,2,"Malcolm McDowell"
307663,0,"Bruce Willis"
295069,3,"James Franco"
295069,5,"John Malkovich"
62352,4,"Max von Sydow"
86598,1,"James Earl Jones"
73984,2,"Charles Bronson"
51261,3,"Rip Torn"
12796,23,"Donald Sutherland"
55032,2,"Bette Davis"
91901,8,"Isabelle Huppert"
76821,2,"Catherine Deneuve"
270899,1,"Catherine Deneuve"
251994,8,"Sylvester Stallone"
251994,12,"Tom Sizemore"
251994,19,"Danny Trejo"
24051,25,"Val Kilmer"
24051,3,"Michael Ironside"
24051,4,"Lance Henriksen"
107876,10,"Bess Flowers"
55328,1,"Christopher Lloyd"
24477,10,"Richard Riehle"
24477,11,"Clint Howard"
13955,4,"Stephen Tobolowsky"
295887,10,"Udo Kier"
78080,2,"Tom Arnold"
78080,3,"John Cleese"
47208,0,"Danny Glover"
91767,2,"Paul Newman"
91767,5,"Morgan Freeman"
258550,0,"Mickey Rooney"
33541,21,"Charles Lane"
33541,39,"James Flavin"
43800,5,"J. Carrol Naish"
36907,1,"William Hurt"
36907,2,"Robert Duvall"
51245,7,"Peter Stormare"
138394,1,"John Cleese"
273248,22,"Samuel L. Jackson"
273248,28,"Michael Madsen"
273248,29,"Bruce Dern"
265208,7,"Stanley Tucci"
252838,8,"Cloris Leachman"
134746,1,"Christopher Walken"
81684,3,"Tom Wilkinson"
81684,5,"John Hurt"
37731,8,"Stellan Skarsgård"
86835,16,"Antonio Banderas"
86835,21,"Ben Kingsley"
41816,3,"Nick Nolte"
78691,8,"Harry Dean Stanton"
78691,10,"Lin Shaye"
107357,3,"Malcolm McDowell"
46971,16,"Patrick Stewart"
58028,1,"Donald Sutherland"
13397,2,"Mickey Rooney"
254772,1,"Forest Whitaker"
254772,2,"Harvey Keitel"
2141,12,"James Franco"
5602,21,"Isabelle Huppert"
3004,3,"Orson Welles"
118150,6,"Edward G. Robinson"
300803,9,"Ben Kingsley"
21585,2,"Robin Williams"
291325,7,"Roddy McDowall"
13611,108,"Danny Trejo"
46510,1,"Buster Keaton"
243938,33,"Christian Slater"
243938,64,"John Cusack"
21775,6,"Catherine Deneuve"
98554,1010,"Forest Whitaker"
285270,8,"Christopher McDonald"
4274,7,"Gérard Depardieu"
4274,9,"Catherine Deneuve"
13842,12,"Burt Reynolds"
146578,4,"Dolph Lundgren"
246127,1,"James Franco"
246127,15,"Peter Stormare"
228165,15,"Antonio Banderas"
268238,3,"Bill Nighy"
268238,12,"David Strathairn"
38082,1,"Charles Bronson"
38082,3,"Rod Steiger"
243919,16,"Jackie Chan"
14505,11,"Lin Shaye"
82430,2,"Christopher Lee"
82430,3,"Peter Cushing"
82430,4,"Mickey Rooney"
39925,2,"Peter Cushing"
28801,7,"Peter Cushing"
95029,3,"Peter Cushing"
115972,4,"Peter Cushing"
28771,5,"Peter Cushing"
28771,8,"Ray Milland"
31292,1,"Stellan Skarsgård"
119884,10,"Roddy McDowall"
79683,5,"James Mason"
239573,22,"Tom Wilkinson"
106326,10,"Ernest Borgnine"
287233,4,"Jim Cummings"
241554,3,"Liam Neeson"
241554,4,"Ed Harris"
280922,3,"Nick Nolte"
27638,9,"Irving Bacon"
27638,34,"Gino Corrado"
27638,43,"Bess Flowers"
29094,9,"George Sanders"
112454,1,"Peter Stormare"
150689,14,"Stellan Skarsgård"
228968,4,"Anthony Hopkins"
238215,2,"Steve Buscemi"
238215,5,"Dustin Hoffman"
99909,14,"Henry O'Neill"
297850,2,"James Earl Jones"
297850,27,"David Strathairn"
65506,10,"John Wayne"
65506,32,"Gino Corrado"
39001,8,"Christopher McDonald"
163631,10,"Ray Milland"
70202,4,"Ving Rhames"
158113,11,"Joseph Crehan"
158113,17,"Frank Faylen"
45197,1,"Jackie Chan"
228558,14,"Jim Broadbent"
47467,11,"Tom Arnold"
154140,2,"M. Emmet Walsh"
154140,6,"George Kennedy"
47432,2,"Marcello Mastroianni"
28784,9,"Donald Pleasence"
94468,2,"Robert Forster"
32064,4,"Dean Stockwell"
40113,3,"Paul Giamatti"
40113,4,"Alan Arkin"
27035,9,"Burt Lancaster"
27035,11,"Kirk Douglas"
27035,19,"Gino Corrado"
27035,20,"Bess Flowers"
230179,8,"Samuel L. Jackson"
230179,16,"Jim Broadbent"
213110,1,"Paul Giamatti"
20377,6,"Stephen Tobolowsky"
71924,2,"Donald Pleasence"
128364,6,"Harry Dean Stanton"
245703,5,"Michael Shannon"
275060,5,"Isabelle Huppert"
275060,6,"William Hurt"
276401,8,"Isabelle Huppert"
199647,13,"James Franco"
220493,7,"James Franco"
79823,4,"Christopher Lloyd"
73612,1,"Robert De Niro"
5896,14,"George Kennedy"
31281,2,"Anthony Quinn"
51434,4,"Harry Dean Stanton"
38652,7,"Donald Pleasence"
117424,3,"Rip Torn"
31942,3,"Robert Mitchum"
174383,1,"Sylvester Stallone"
173638,5,"Helen Mirren"
276901,5,"Peter Stormare"
240745,3,"Ed Harris"
240745,10,"John Leguizamo"
40344,1,"Rip Torn"
40344,10,"Richard Riehle"
118083,4,"Ned Beatty"
149926,1,"John Hurt"
283227,22,"Stanley Tucci"
143928,1,"William Hurt"
322518,2,"Tom Sizemore"
130100,5,"Raymond Burr"
35177,8,"Malcolm McDowell"
16119,19,"Frank Welker"
16119,21,"Jeff Bennett"
21385,1018,"Jim Cummings"
21385,1020,"Jeff Bennett"
21385,1024,"Frank Welker"
33719,1006,"John Goodman"
33719,1007,"Whoopi Goldberg"
51880,7,"Max von Sydow"
272162,3,"Anthony Quinn"
44119,4,"Tom Sizemore"
153162,3,"Lionel Barrymore"
103164,4,"Ray Milland"
103164,9,"Frank Faylen"
10010,20,"Jim Cummings"
10010,21,"Jeff Bennett"
42023,4,"Burt Reynolds"
264098,21,"M. Emmet Walsh"
167262,1,"Burt Lancaster"
167262,5,"Rod Steiger"
120520,3,"Jeff Bridges"
241797,6,"Gene Hackman"
29254,1,"Ray Milland"
52827,1,"Roddy McDowall"
323967,3,"William H. Macy"
106717,4,"Vanessa Redgrave"
299588,1,"Wallace Shawn"
298093,1,"Ron Perlman"
53435,1,"Donald Sutherland"
67183,12,"Donald Pleasence"
67693,13,"Christopher Lee"
57683,5,"Michael Madsen"
58219,4,"Robert De Niro"
308504,1,"Morgan Freeman"
72024,1,"Tom Arnold"
321528,14,"Grey Griffin"
304357,1,"Helen Mirren"
111149,2,"Alan Arkin"
111149,7,"Harry Dean Stanton"
276902,3,"John Malkovich"
276902,4,"Bruce Dern"
276902,23,"Oliver Platt"
156329,12,"Boris Karloff"
31086,1,"Dennis Quaid"
214827,5,"Dick Miller"
56379,10,"Catherine Deneuve"
58242,2,"Christopher Walken"
89909,20,"Dick Miller"
260672,2,"Wallace Shawn"
200114,10,"John Carradine"
8490,1,"Charles Bronson"
8490,6,"Ed Harris"
85230,2,"Christopher Plummer"
37582,1,"Sam Neill"
255157,4,"Christopher Plummer"
253639,11,"Whoopi Goldberg"
253639,12,"Tom Hanks"
253639,14,"Ben Kingsley"
253639,16,"Helen Mirren"
335145,3,"Patrick Stewart"
59481,4,"Michael Madsen"
312797,3,"Stephen Tobolowsky"
229182,4,"Michael Shannon"
127475,3,"Ernest Borgnine"
92389,2,"Robert Duvall"
72002,10,"Mickey Rooney"
3164,14,"Boris Karloff"
52681,7,"Dennis Quaid"
265741,3,"Rutger Hauer"
265741,4,"Bruce Dern"
265741,5,"Paul Guilfoyle"
43789,1,"Mickey Rooney"
43789,19,"Joseph Crehan"
281180,12,"Gene Hackman"
46915,2,"John Hurt"
46915,3,"Brian Cox"
91472,9,"Anthony Quinn"
147264,3,"Robert Downey Jr."
147264,6,"Harvey Keitel"
147264,9,"Woody Harrelson"
289720,0,"Nicolas Cage"
32029,2,"Gene Hackman"
32029,5,"Mickey Rooney"
96337,2,"Gene Hackman"
96337,6,"Harry Dean Stanton"
55044,1,"Kris Kristofferson"
55044,2,"Gene Hackman"
55044,4,"Harry Dean Stanton"
85644,1,"Gene Hackman"
84511,9,"Gene Hackman"
49823,2,"Robert Duvall"
154276,4,"Robert Duvall"
241939,3,"Donald Sutherland"
241939,4,"Jeff Goldblum"
256924,9,"Christopher Plummer"
87503,6,"Christopher Lee"
85966,14,"Dick Miller"
261860,17,"Isabelle Huppert"
192712,1,"Samuel L. Jackson"
290300,1,"Christopher Walken"
311627,4,"Richard Riehle"
297270,39,"Grey Griffin"
175112,9,"Jim Cummings"
175112,8,"Jeff Bennett"
175112,10,"Grey Griffin"
321030,4,"Christopher Walken"
321030,9,"Oliver Platt"
290304,13,"Keanu Reeves"
12447,18,"George Kennedy"
31899,23,"Frank Faylen"
31899,25,"Bess Flowers"
18819,3,"Rutger Hauer"
10037,18,"Rutger Hauer"
122252,3,"Anthony Quinn"
122252,10,"James Flavin"
186869,6,"Michael Ironside"
118549,2,"Anthony Quinn"
56177,3,"Marcello Mastroianni"
254128,26,"Paul Giamatti"
242332,6,"Ward Bond"
79968,8,"Joseph Crehan"
53623,4,"Buster Keaton"
29100,20,"Bess Flowers"
300302,0,"James Franco"
173205,7,"Liam Neeson"
173205,8,"Meryl Streep"
84708,3,"John Carradine"
84708,12,"Paul Fix"
202575,39,"Grey Griffin"
202575,42,"Frank Welker"
259611,0,"Ed Harris"
50849,11,"Orson Welles"
50849,13,"Henry Fonda"
44683,8,"Jeff Bennett"
240704,3,"Morgan Freeman"
227325,4,"James Caan"
227325,8,"Michael Ironside"
275601,1,"Meryl Streep"
57510,1001,"Woody Harrelson"
50106,16,"Udo Kier"
130612,2,"Harry Dean Stanton"
130612,5,"Kris Kristofferson"
187447,29,"Jackie Chan"
136368,26,"J.K. Simmons"
183049,5,"George Sanders"
96793,4,"Donald Pleasence"
187219,4,"James Woods"
187219,6,"Alan Arkin"
52777,4,"James Woods"
130401,1,"James Mason"
174754,14,"Donald Pleasence"
330544,7,"Oliver Platt"
9646,13,"Max von Sydow"
27998,7,"James Stewart"
29846,21,"Bess Flowers"
313867,4,"Dustin Hoffman"
61777,7,"Willem Dafoe"
61777,8,"Robert De Niro"
61777,12,"Robert Downey Jr."
61777,15,"John Heard"
257521,2,"James Remar"
257521,3,"Bruce Davison"
257521,4,"Dean Stockwell"
51268,1,"Christopher Lloyd"
76018,2,"Anthony Quinn"
40537,14,"Danny Trejo"
102165,4,"James Stewart"
254320,6,"John C. Reilly"
24632,1,"Billy Zane"
94365,14,"Eric Roberts"
114953,8,"Rod Steiger"
114953,10,"Jeff Bridges"
114953,19,"Randy Quaid"
248574,6,"Samuel L. Jackson"
61041,9,"Alan Arkin"
61041,10,"Michael Caine"
75162,32,"Max von Sydow"
74314,16,"J. Carrol Naish"
125873,14,"J. Carrol Naish"
125873,17,"Anthony Quinn"
38433,17,"J. Carrol Naish"
277399,1,"Danny Glover"
277399,3,"Rutger Hauer"
277399,2,"Michael Madsen"
321769,7,"Keanu Reeves"
43351,2,"Charlton Heston"
61803,2,"Ron Perlman"
236395,11,"Bess Flowers"
33510,7,"Donald Sutherland"
32648,5,"Richard Jenkins"
179288,3,"Michael Shannon"
286217,14,"Sean Bean"
22376,1,"Orson Welles"
276137,0,"Liam Neeson"
333381,5,"Nick Nolte"
82465,4,"James Mason"
310593,5,"Michael Caine"
310593,7,"Harvey Keitel"
334074,4,"Robert Forster"
154397,4,"Donald Pleasence"
198240,3,"Dean Stockwell"
198240,4,"Donald Pleasence"
122767,5,"Donald Pleasence"
62558,6,"Donald Pleasence"
92469,4,"Donald Pleasence"
85602,4,"Christopher Lee"
85602,5,"Donald Pleasence"
155797,5,"Donald Pleasence"
75903,2,"Peter Cushing"
75903,4,"Ray Milland"
75903,6,"Donald Pleasence"
200331,8,"Shelley Winters"
200331,10,"Donald Pleasence"
200331,11,"Vincent Price"
24085,4,"Donald Pleasence"
30929,5,"Donald Pleasence"
84642,3,"Donald Pleasence"
169618,7,"Donald Pleasence"
65651,10,"Donald Pleasence"
30162,1,"Edward G. Robinson"
43269,8,"George Sanders"
13179,8,"Jeff Bennett"
26861,1,"John Leguizamo"
26861,2,"Harvey Keitel"
39895,2,"Vincent Price"
103612,13,"Robert Mitchum"
86700,1014,"Tom Arnold"
222936,15,"Bill Murray"
222936,16,"Alec Baldwin"
34449,10,"Orson Welles"
245906,21,"Michael Shannon"
84196,2,"Meryl Streep"
316067,12,"Whoopi Goldberg"
316067,19,"Kevin Pollak"
159967,3,"Isabelle Huppert"
20333,2,"Dermot Mulroney"
20333,5,"Steve Buscemi"
20333,6,"Keith David"
191487,9,"J. Carrol Naish"
296194,13,"Kevin Pollak"
298664,2,"Orson Welles"
43419,19,"Paul Fix"
112618,2,"Barbara Stanwyck"
14755,1,"James Mason"
84365,16,"Alan Hale"
84365,27,"Bess Flowers"
300168,2,"Jackie Chan"
300168,0,"John Cusack"
188222,41,"Liam Neeson"
266718,2,"J.K. Simmons"
116439,3,"Max von Sydow"
286521,0,"Morgan Freeman"
271714,1,"John Cusack"
271714,2,"Paul Giamatti"
41331,2,"Danny Glover"
219572,1,"Jackie Chan"
82114,6,"Marcello Mastroianni"
75442,1002,"James Franco"
131634,5,"Woody Harrelson"
131634,9,"Julianne Moore"
131634,26,"Stanley Tucci"
131634,25,"Donald Sutherland"
257344,19,"Sean Bean"
257344,58,"Brian Cox"
257344,60,"Dan Aykroyd"
259316,9,"Ron Perlman"
60363,3,"Alfred Molina"
131934,2,"Helen Mirren"
74849,12,"James Earl Jones"
216037,1,"Helen Mirren"
3056,21,"Michael Madsen"
30762,8,"J.K. Simmons"
70772,8,"Stephen Tobolowsky"
92943,1005,"Ned Beatty"
80177,2,"Billy Zane"
328111,54,"Jim Cummings"
153153,1,"Jeff Bridges"
253315,5,"Danny DeVito"
60495,1,"James Remar"
14565,3,"Christian Slater"
256962,5,"Tom Wilkinson"
238615,2,"Ben Kingsley"
245842,1,"William Hurt"
25318,1,"Alan Arkin"
25318,3,"Rutger Hauer"
274854,4,"Michael Caine"
21840,1,"Bruce Davison"
47933,7,"Jeff Goldblum"
19342,2,"Michael Madsen"
38546,10,"Tom Arnold"
224087,1,"Eric Roberts"
60202,3,"Marcello Mastroianni"
56366,1,"Marcello Mastroianni"
293238,1,"John Hurt"
53774,5,"Brian Cox"
37588,11,"Jackie Chan"
286519,2,"Dustin Hoffman"
286519,1,"Kathy Bates"
214756,73,"Morgan Freeman"
214756,85,"Liam Neeson"
214756,84,"Patrick Stewart"
86828,29,"Brian Cox"
86828,12,"Robin Williams"
86828,10,"John Cleese"
85968,1009,"Dick Miller"
49375,2,"Burt Reynolds"
49375,11,"Joss Ackland"
35926,8,"Mickey Rooney"
42685,3,"Robert Forster"
10450,3,"Billy Zane"
10450,23,"Shelley Winters"
19792,2,"Malcolm McDowell"
19792,3,"Dennis Hopper"
21316,12,"Jeff Bennett"
27847,6,"Burt Reynolds"
10704,22,"Burt Reynolds"
261023,12,"Kevin Bacon"
20066,6,"Clint Howard"
74080,5,"Marcello Mastroianni"
74080,8,"Gérard Depardieu"
56341,5,"Bette Davis"
10579,27,"Rutger Hauer"
64325,2,"Danny Trejo"
64325,4,"Tom Sizemore"
120802,6,"Lin Shaye"
44661,2,"Martin Sheen"
161782,11,"Eric Roberts"
167960,5,"Malcolm McDowell"
41862,8,"John Goodman"
37211,4,"Jim Cummings"
13151,8,"Frank Welker"
13151,13,"Jim Cummings"
21956,3,"Frank Welker"
203696,1,"Frank Welker"
203696,3,"Grey Griffin"
19323,3,"Lance Henriksen"
72886,2,"Jeff Bennett"
72886,3,"Jim Cummings"
297291,11,"M. Emmet Walsh"
297291,8,"Rutger Hauer"
302960,1,"Frank Welker"
302960,3,"Grey Griffin"
302960,7,"Malcolm McDowell"
302960,10,"Jeff Bennett"
13354,14,"Jeff Bennett"
13354,5,"Grey Griffin"
13354,9,"Alfred Molina"
13354,11,"Frank Welker"
20410,6,"Frank Welker"
20410,8,"Jeff Bennett"
15601,4,"Grey Griffin"
15601,7,"Frank Welker"
20558,1,"Frank Welker"
20558,2,"Frank Welker"
20558,5,"Grey Griffin"
16390,3,"Frank Welker"
16390,6,"Grey Griffin"
16390,14,"Brian Cox"
30074,4,"Frank Welker"
30074,5,"Frank Welker"
30074,8,"Jeff Bennett"
24615,3,"Frank Welker"
24615,6,"Grey Griffin"
13355,8,"Grey Griffin"
13355,13,"Ron Perlman"
13355,15,"Frank Welker"
12903,4,"Grey Griffin"
12903,7,"Wallace Shawn"
12903,9,"Frank Welker"
12902,6,"Frank Welker"
12902,9,"Grey Griffin"
12902,11,"Jeff Bennett"
119321,1,"Frank Welker"
119321,4,"Grey Griffin"
67900,1,"Frank Welker"
67900,3,"Grey Griffin"
36972,3,"Frank Welker"
151535,4,"Frank Welker"
151535,5,"Grey Griffin"
151535,9,"Jeff Bennett"
81900,2,"Frank Welker"
81900,6,"Grey Griffin"
81900,7,"Jim Cummings"
81900,8,"Jeff Bennett"
308447,22,"Grey Griffin"
16774,8,"Ron Perlman"
42979,20,"Malcolm McDowell"
74722,1,"John Leguizamo"
60293,9,"Wallace Shawn"
81003,8,"Dustin Hoffman"
87533,15,"Danny Trejo"
13400,10,"Mickey Rooney"
13400,11,"Keenan Wynn"
341984,7,"Grey Griffin"
253161,3,"Paul Giamatti"
324333,1,"Robert Duvall"
324333,2,"James Franco"
336167,3,"Tom Sizemore"
327833,0,"Dolph Lundgren"
327833,2,"Ron Perlman"
165790,2,"Jackie Chan"
328448,1,"William H. Macy"
262866,11,"Ving Rhames"
262866,17,"Alan Arkin"
245685,7,"Jim Broadbent"
296456,4,"Stephen Tobolowsky"
312796,6,"Christopher McDonald"
334742,0,"Eric Roberts"
317744,2,"Dermot Mulroney"
332936,0,"Sean Bean"
332936,3,"Tom Arnold"
240483,2,"Ben Kingsley"
173224,1,"Michael Madsen"
309887,2,"Danny Trejo"
309887,3,"Danny Glover"
30341,7,"Joss Ackland"
209112,16,"Laurence Fishburne"
209112,53,"Michael Shannon"
36952,8,"Robin Williams"
32323,4,"Buster Keaton"
128767,6,"John Cleese"
128767,7,"Catherine Deneuve"
297633,5,"Tom Sizemore"
290556,2,"Gérard Depardieu"
307479,2,"Christopher Lloyd"
307479,5,"Michael Ironside"
31003,2,"Rod Steiger"
31003,7,"Udo Kier"
73933,6,"Lance Henriksen"
41587,4,"Vanessa Redgrave"
41587,6,"Joss Ackland"
23692,2,"Shelley Winters"
243462,1,"Susan Sarandon"
243462,3,"Danny Glover"
144206,0,"John Hurt"
44647,6,"Eric Roberts"
29109,1,"Billy Zane"
37613,2,"Christian Slater"
277702,1,"Danny Glover"
343977,8,"Grey Griffin"
72972,9,"Grey Griffin"
14787,1,"Jeff Bennett"
14787,2,"Frank Welker"
14787,4,"Jim Cummings"
42246,5,"Jeff Bennett"
43956,6,"Malcolm McDowell"
43956,16,"Grey Griffin"
199753,7,"Grey Griffin"
110122,3,"Lance Henriksen"
108322,1,"Dennis Hopper"
108322,4,"Dean Stockwell"
3125,11,"J. Carrol Naish"
82667,1013,"John Carradine"
254472,3,"Lance Henriksen"
200511,4,"Kris Kristofferson"
53914,5,"Isabelle Huppert"
53914,7,"Marcello Mastroianni"
3935,2,"Gérard Depardieu"
63176,2,"Catherine Deneuve"
63176,3,"Marcello Mastroianni"
99095,4,"Marcello Mastroianni"
42916,1001,"Brad Dourif"
68050,1,"Harvey Keitel"
57709,9,"Gérard Depardieu"
278927,7,"Bill Murray"
278927,5,"Ben Kingsley"
278927,6,"Christopher Walken"
113525,10,"Roddy McDowall"
169962,1,"Charlton Heston"
206514,7,"John Hurt"
206514,9,"Patrick Stewart"
112672,3,"Clint Eastwood"
112672,4,"Irving Bacon"
297621,8,"Richard Riehle"
45377,1,"Cloris Leachman"
45377,3,"Nick Nolte"
167153,1,"James Franco"
167153,3,"David Strathairn"
143547,4,"Dermot Mulroney"
102931,2,"Dermot Mulroney"
323027,18,"Grey Griffin"
41950,7,"Steve Buscemi"
41950,10,"David Strathairn"
83583,2,"Christopher Lloyd"
199056,9,"Ned Beatty"
255798,34,"Dick Miller"
287689,29,"Dolph Lundgren"
285783,2,"Ben Kingsley"
154980,1,"Malcolm McDowell"
88658,6,"Rip Torn"
88658,35,"Jeff Bridges"
153774,5,"Rutger Hauer"
58011,3,"Catherine Deneuve"
85009,7,"John Heard"
273511,2,"Billy Zane"
301748,1,"Eric Roberts"
89847,1016,"Danny Trejo"
128625,10,"Susan Sarandon"
191094,3,"Malcolm McDowell"
191094,9,"Billy Zane"
38162,3,"Dennis Hopper"
110447,3,"Isabelle Huppert"
117700,13,"Billy Zane"
117700,14,"Danny Glover"
44869,21,"Bess Flowers"
39318,17,"Ward Bond"
172390,10,"Val Kilmer"
335970,2,"Christopher Walken"
320433,5,"Danny Glover"
279144,2,"Nicolas Cage"
290672,5,"Michael Madsen"
250622,22,"James Remar"
2166,13,"Sam Neill"
73203,12,"Boris Karloff"
34098,5,"Clint Howard"
347688,2,"Frank Welker"
347688,5,"Grey Griffin"
120589,2,"Vincent Price"
323383,3,"James Caan"
20012,11,"Malcolm McDowell"
70351,18,"Stephen Tobolowsky"
38141,4,"Bruce Dern"
116997,6,"Marcello Mastroianni"
77939,2,"Isabelle Huppert"
103753,3,"Isabelle Huppert"
259963,2,"Robin Williams"
54734,3,"Burt Reynolds"
62931,1,"Samuel L. Jackson"
62931,5,"Ron Perlman"
287484,1,"Keith David"
233564,9,"Tom Arnold"
29883,4,"Lance Henriksen"
298609,0,"Lance Henriksen"
108632,4,"Lionel Barrymore"
29804,2,"James Earl Jones"
29804,6,"Forest Whitaker"
314405,2,"John C. Reilly"
68712,1,"Danny Trejo"
86215,1001,"Danny Trejo"
86215,1002,"Eric Roberts"
25151,1,"Michael Ironside"
41614,1,"Christopher Lee"
4580,10,"Gérard Depardieu"
228606,4,"Richard Riehle"
292795,13,"Danny Glover"
278837,2,"Robert Downey Jr."
284286,3,"Ben Kingsley"
342052,1,"Ed Harris"
326215,12,"Martin Sheen"
307081,3,"Forest Whitaker"
122320,1,"Ben Kingsley"
36165,2,"Eric Roberts"
57479,1,"James Earl Jones"
348811,0,"Dolph Lundgren"
67362,0,"Tom Sizemore"
38812,3,"Buster Keaton"
266425,6,"Clint Howard"
98125,12,"Charles Lane"
102812,1002,"Donald Sutherland"
29342,7,"John Carradine"
171429,4,"James Earl Jones"
253344,3,"Malcolm McDowell"
4255,5,"Sylvester Stallone"
257211,2,"Robert De Niro"
142402,2,"M. Emmet Walsh"
264644,4,"William H. Macy"
267804,0,"Catherine Deneuve"
15657,4,"Ron Perlman"
15657,13,"Lance Henriksen"
130374,11,"Irving Bacon"
277546,2,"Nicolas Cage"
300667,1,"Susan Sarandon"
353653,1,"Rod Steiger"
277154,3,"Rutger Hauer"
66799,2,"Samuel L. Jackson"
65431,5,"Donald Sutherland"
13415,9,"Orson Welles"
89738,1,"Charlton Heston"
7092,7,"Grey Griffin"
815,25,"Patrick Stewart"
33754,21,"Bess Flowers"
103711,4,"Cloris Leachman"
137984,3,"Malcolm McDowell"
137984,4,"Helen Mirren"
20435,2,"Patrick Stewart"
20435,5,"Christopher Lee"
278604,7,"Dolph Lundgren"
85827,5,"George Kennedy"
55027,1,"Dan Aykroyd"
13204,6,"Ron Perlman"
13204,8,"John Hurt"
13204,17,"Jim Cummings"
13204,18,"Grey Griffin"
23280,22,"Irving Bacon"
130296,2,"John Hurt"
200580,2,"John Cleese"
345944,8,"Dan Aykroyd"
345944,36,"Tom Arnold"
105687,7,"Max von Sydow"
77882,4,"John Cleese"
296130,2,"Lance Henriksen"
23903,5,"Frank Welker"
23903,18,"Clint Howard"
261392,7,"John Leguizamo"
277216,2,"Paul Giamatti"
310133,3,"Kevin Bacon"
49070,18,"Vanessa Redgrave"
134777,4,"Kevin Pollak"
283700,6,"Willem Dafoe"
22121,16,"Dick Miller"
56672,1,"Ron Perlman"
135579,1,"Christopher Lloyd"
261036,4,"Patrick Stewart"
268917,11,"Susan Sarandon"
274479,5,"Robert De Niro"
109610,2,"Harvey Keitel"
351043,5,"Richard Riehle"
274820,2,"Richard Jenkins"
325263,0,"Patrick Stewart"
75634,2,"Sean Bean"
116155,10,"Joseph Crehan"
98203,7,"Isabelle Huppert"
175386,6,"Alan Hale"
239519,6,"Ray Milland"
74430,4,"Bruce Dern"
107076,21,"Michael Caine"
19505,11,"Billy Zane"
97991,4,"George Sanders"
189723,2,"James Mason"
189723,6,"Rip Torn"
189723,7,"Harry Dean Stanton"
180114,14,"Bess Flowers"
41241,2,"Burt Reynolds"
41241,4,"Charles Durning"
41241,10,"Richard Riehle"
180152,6,"John Heard"
198143,16,"Paul Guilfoyle"
198143,17,"Bess Flowers"
198143,18,"Joseph Crehan"
58625,4,"Ray Liotta"
66568,2,"Anthony Quinn"
72639,2,"Michael Caine"
72639,3,"Anthony Quinn"
72639,4,"James Mason"
248639,7,"Reginald Owen"
64218,1,"Rutger Hauer"
250558,4,"Dean Stockwell"
273477,9,"Cloris Leachman"
245168,5,"Meryl Streep"
32671,2,"Bruce Davison"
32671,7,"Lin Shaye"
12448,20,"Jim Cummings"
12448,22,"Frank Welker"
54040,18,"Dennis Hopper"
310135,13,"Michael Ironside"
198204,24,"Ward Bond"
88737,4,"Dennis Hopper"
112130,3,"James Caan"
16366,17,"Jeff Bennett"
357130,5,"Charles Lane"
253253,8,"John Heard"
357935,7,"Charlton Heston"
357935,10,"Vincent Price"
263570,3,"Mickey Rooney"
152787,3,"Anthony Quinn"
33789,6,"Richard Riehle"
313922,3,"Patrick Stewart"
37923,7,"Christopher Walken"
233490,5,"Tom Arnold"
328589,11,"Jim Broadbent"
197177,2,"James Mason"
193315,6,"Orson Welles"
342474,1,"Tom Wilkinson"
